brand,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price
Maruti,Manual,2014,Petrol,1197,58302,2nd owner,364000
Maruti,Manual,2023,Petrol,1197,13001,1st owner,731000
MG,Manual,2021,Diesel,1956,16602,2nd owner,1639000
Nissan,Manual,2022,Petrol,999,7044,1st owner,728000
Maruti,Manual,2022,Petrol,1462,30930,1st owner,820000
Honda,Manual,2013,Petrol,1198,83625,1st owner,301000
Maruti,Automatic,2022,Petrol,1197,2957,1st owner,658000
Maruti,Manual,2018,Petrol,1197,17200,1st owner,564000
Hyundai,Automatic,2018,Petrol,1591,33560,2nd owner,960000
Tata,Automatic,2017,Petrol,1199,33834,1st owner,449000
Hyundai,Automatic,2019,Petrol,1086,32604,1st owner,456000
Tata,Automatic,2019,Diesel,1497,39565,1st owner,926000
Hyundai,Manual,2016,Petrol,1197,35129,1st owner,552000
Renault,Automatic,2022,Petrol,999,19474,1st owner,695000
Tata,Manual,2022,CNG,1199,13590,1st owner,770000
Hyundai,Manual,2012,Petrol,1197,50258,1st owner,220000
Maruti,Automatic,2016,Petrol,1197,66176,1st owner,492000
Maruti,Manual,2015,CNG,998,87071,1st owner,339000
Maruti,Manual,2012,CNG,998,47251,2nd owner,242000
Maruti,Manual,2017,Petrol,1197,28684,1st owner,553000
Hyundai,Manual,2013,Petrol,1591,28229,1st owner,407000
Maruti,Manual,2018,CNG,998,61233,1st owner,463000
Maruti,Manual,2016,Petrol,1373,82952,1st owner,565000
Maruti,Automatic,2018,Petrol,1197,82986,1st owner,514000
Maruti,Manual,2022,Petrol,,12255,1st owner,457000
Honda,Manual,2019,Petrol,1497,26678,1st owner,783000
Maruti,Automatic,2017,Petrol,998,55000,2nd owner,404000
Hyundai,Manual,2022,CNG,1197,933,2nd owner,719000
Hyundai,Manual,2016,Petrol,1197,51759,1st owner,500000
Hyundai,Automatic,2016,Petrol,1591,114746,1st owner,811000
Honda,Automatic,2018,Petrol,1497,57911,1st owner,830000
Maruti,Automatic,2022,Petrol,,29237,2nd owner,484000
Hyundai,Manual,2022,Petrol,1197,26256,1st owner,782000
Maruti,Manual,2016,Petrol,1197,56587,2nd owner,480000
Maruti,Manual,2015,Petrol,1373,40237,1st owner,477000
Maruti,Manual,2019,Petrol,998,25644,1st owner,387000
Hyundai,Manual,2012,Petrol,1591,45622,1st owner,352000
Honda,Automatic,2017,Petrol,1497,46792,1st owner,748000
Honda,Manual,2018,Petrol,1497,53073,2nd owner,711000
Hyundai,Automatic,2017,Petrol,1197,35763,1st owner,517000
Maruti,Manual,2014,CNG,998,93057,1st owner,299000
Tata,Automatic,2023,Petrol,1199,26212,1st owner,736000
Honda,Automatic,2019,Petrol,1199,28671,2nd owner,620000
Hyundai,Manual,2020,Petrol,998,20444,1st owner,835000
Honda,Manual,2014,Petrol,1497,91701,1st owner,462000
Maruti,Manual,2013,Petrol,1197,36798,1st owner,365000
Maruti,Manual,2013,CNG,1373,93025,1st owner,549000
Maruti,Manual,2017,Diesel,1248,79661,1st owner,689000
Honda,Manual,2015,Petrol,1199,20661,2nd owner,411000
MG,Manual,2021,Diesel,1956,40433,1st owner,1600000
Maruti,Manual,2017,CNG,,69053,2nd owner,415000
Maruti,Manual,2015,CNG,998,100498,2nd owner,323000
Maruti,Manual,2017,Petrol,1197,20710,1st owner,508000
Hyundai,Automatic,2022,Petrol,1197,16257,1st owner,712000
Hyundai,Manual,2022,Petrol,1197,1848,1st owner,665000
Mahindra,Automatic,2021,Petrol,1997,21051,1st owner,1451000
Maruti,Manual,2015,Petrol,998,23636,1st owner,336000
Maruti,Manual,2016,Diesel,1248,50281,1st owner,653000
Tata,Automatic,2017,Petrol,1199,14214,3rd owner,419000
Renault,Manual,2022,Petrol,999,19754,1st owner,472000
Hyundai,Manual,2014,Petrol,1197,77087,1st owner,375000
Hyundai,Manual,2014,CNG,1197,38925,2nd owner,388000
Renault,Manual,2023,Petrol,999,8333,1st owner,491000
Maruti,Manual,2018,Petrol,796,5350,1st owner,308000
Maruti,Manual,2017,Petrol,1197,41426,2nd owner,383000
Maruti,Manual,2016,Petrol,,45310,1st owner,246000
Hyundai,Automatic,2018,Petrol,1197,16221,1st owner,536000
Maruti,Automatic,2022,Petrol,1197,24017,1st owner,811000
Tata,Automatic,2021,Petrol,1199,23905,2nd owner,956000
Renault,Manual,2020,Petrol,999,28537,1st owner,434000
Hyundai,Manual,2015,Petrol,1197,39861,1st owner,483000
Hyundai,Automatic,2014,Petrol,1197,25381,1st owner,412000
Maruti,Manual,2021,Petrol,998,13677,2nd owner,416000
KIA,Manual,2021,Petrol,1497,30216,1st owner,1043000
Ford,Manual,2020,Diesel,1498,46378,2nd owner,763000
Hyundai,Manual,2015,Diesel,1396,73405,2nd owner,537000
Hyundai,Manual,2019,CNG,1086,74204,1st owner,453000
Maruti,Manual,2018,Petrol,1197,39026,1st owner,521000
Maruti,Automatic,2017,Petrol,998,111291,1st owner,349000
Hyundai,Manual,2013,Petrol,1591,70912,2nd owner,381000
Honda,Manual,2019,Petrol,1199,19994,1st owner,569000
Ford,Manual,2020,Petrol,1497,12891,1st owner,686000
Honda,Manual,2020,Petrol,1498,58857,2nd owner,886000
Mahindra,Manual,2019,Diesel,2179,89225,1st owner,1033000
Maruti,Manual,2017,Petrol,1197,88465,1st owner,522000
Maruti,Manual,2022,Petrol,1197,21135,1st owner,718000
Maruti,Manual,2013,Petrol,1197,30164,1st owner,358000
Hyundai,Manual,2015,Petrol,1197,33805,2nd owner,365000
Maruti,Manual,2021,CNG,998,38890,1st owner,587000
Maruti,Manual,2023,CNG,,32447,1st owner,1199000
Hyundai,Manual,2018,Petrol,1197,85928,1st owner,583000
Tata,Manual,2023,CNG,1199,3886,1st owner,776000
Maruti,Manual,2017,Petrol,1197,36529,1st owner,562000
Hyundai,Manual,2015,Petrol,1591,76643,2nd owner,606000
Mahindra,Manual,2015,Diesel,,40435,1st owner,686000
Renault,Manual,2017,Petrol,799,30322,1st owner,314000
Maruti,Manual,2018,CNG,998,48605,2nd owner,374000
Datsun,Automatic,2018,Petrol,999,86337,2nd owner,252000
Maruti,Automatic,2020,Petrol,,56042,2nd owner,598000
Hyundai,Manual,2017,Petrol,1197,19288,1st owner,523000
Maruti,Manual,2014,Petrol,1197,53120,1st owner,357000
Hyundai,Manual,2018,Petrol,1591,50896,1st owner,817000
Honda,Automatic,2015,Petrol,1199,34288,1st owner,468000
Honda,Manual,2015,Petrol,1497,18779,1st owner,609000
Ford,Manual,2018,Diesel,1498,87820,2nd owner,592000
Hyundai,Manual,2018,Petrol,1197,21643,2nd owner,572000
Maruti,Manual,2023,Petrol,998,1958,1st owner,582000
Skoda,Manual,2018,Petrol,1598,65205,1st owner,665000
Maruti,Manual,2016,CNG,998,90267,2nd owner,377000
Maruti,Manual,2015,Petrol,998,16624,1st owner,325000
Hyundai,Manual,2013,Petrol,1197,42124,2nd owner,291000
Volkswagen,Automatic,2017,Diesel,1498,86674,1st owner,537000
Toyota,Automatic,2021,Petrol,1462,45799,1st owner,919000
Maruti,Manual,2022,Petrol,998,11260,1st owner,452000
Maruti,Manual,2019,Petrol,1197,25824,1st owner,476000
Hyundai,Manual,2014,Petrol,1197,32064,3rd owner,286000
Honda,Manual,2019,Petrol,1199,70985,1st owner,640000
Hyundai,Manual,2015,Petrol,1197,51812,2nd owner,343000
Hyundai,Manual,2015,Petrol,1197,22169,1st owner,471000
Maruti,Manual,2022,Petrol,1462,18108,1st owner,929000
Maruti,Manual,2020,Petrol,1197,29713,1st owner,662000
Maruti,Automatic,2014,Petrol,998,53804,2nd owner,322000
Skoda,Manual,2016,Petrol,,84833,1st owner,413000
Tata,Automatic,2023,Petrol,,12971,1st owner,1096000
Hyundai,Automatic,2019,Petrol,1591,21569,1st owner,1158000
Maruti,Automatic,2017,Petrol,1197,55662,1st owner,471000
Mahindra,Automatic,2016,Diesel,1493,44459,1st owner,641000
Maruti,Manual,2014,CNG,998,122817,2nd owner,275000
Maruti,Manual,2018,Petrol,1197,15849,1st owner,478000
Tata,Automatic,2024,Petrol,,11540,1st owner,1399000
Hyundai,Manual,2015,Petrol,1591,32750,1st owner,490000
Hyundai,Automatic,2021,Petrol,1197,15831,1st owner,831000
Hyundai,Automatic,2019,Petrol,1086,56370,2nd owner,396000
Maruti,Automatic,2017,Petrol,1197,80035,1st owner,428000
Honda,Manual,2013,Petrol,1198,96363,2nd owner,213000
Ford,Automatic,2018,Petrol,1497,46982,1st owner,661000
Honda,Manual,2015,Petrol,1199,38706,2nd owner,412000
Hyundai,Manual,2016,Petrol,1197,31405,1st owner,496000
Maruti,Manual,2017,Petrol,1197,47676,1st owner,509000

